DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS
"10.1080/16184742.2021.1937263
",Michael Naylor,additional,"Auckland University of Technology, Auckland, New Zealand",Local resident support for hosting a major sport event: the role of perceived personal and community impacts,2021-6-18,NA,NA,1-20,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1937263
",Geoff Dickson,additional,"LaTrobe University, Melbourne, Australia",Local resident support for hosting a major sport event: the role of perceived personal and community impacts,2021-6-18,NA,NA,1-20,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1580301
",Galen T. Trail,first,"Marketing Department Albers School of Business and Economics, Seattle University, Seattle, USA",Marketing sustainability through sport: testing the sport sustainability campaign evaluation model,2019-3-19,20,2,109-129,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1580301
",Brian P. McCullough,additional,"Management Department Albers School of Business and Economics, Seattle University, Seattle, USA",Marketing sustainability through sport: testing the sport sustainability campaign evaluation model,2019-3-19,20,2,109-129,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1768572
",Vahid Delshab,first,"Department of Physical Education and Sport Sciences, University of Kurdistan, Sanandaj, Iran","The impact of knowledge management on performance in nonprofit sports clubs: the mediating role of attitude toward innovation, open innovation, and innovativeness",2020-5-28,22,2,139-160,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1768572
",Mathieu Winand,additional,"Department of International Sport Management, LUNEX International University of Health, Exercise and Sports, Differdange, Luxembourg","The impact of knowledge management on performance in nonprofit sports clubs: the mediating role of attitude toward innovation, open innovation, and innovativeness",2020-5-28,22,2,139-160,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1768572
",Saeed Sadeghi Boroujerdi,additional,"Department of Physical Education and Sport Sciences, University of Kurdistan, Sanandaj, Iran","The impact of knowledge management on performance in nonprofit sports clubs: the mediating role of attitude toward innovation, open innovation, and innovativeness",2020-5-28,22,2,139-160,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1768572
",Larena Hoeber,additional,"Faculty of Kinesiology & Health Studies, University of Regina, Regina, Canada","The impact of knowledge management on performance in nonprofit sports clubs: the mediating role of attitude toward innovation, open innovation, and innovativeness",2020-5-28,22,2,139-160,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1768572
",Abed Mahmoudian,additional,"Department of Physical Education and Sport Sciences, University of Kurdistan, Sanandaj, Iran","The impact of knowledge management on performance in nonprofit sports clubs: the mediating role of attitude toward innovation, open innovation, and innovativeness",2020-5-28,22,2,139-160,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1499790
",Mario Kaiser,first,"Chair in Marketing and Service Management, University of Bayreuth, Bayreuth, Germany",How well do you know your spectators? A study on spectator segmentation based on preference analysis and willingness to pay for tickets,2018-8-2,19,2,178-200,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1499790
",Tim Ströbel,additional,"Institute of Sport Science, University of Bern, Bern, Switzerland",How well do you know your spectators? A study on spectator segmentation based on preference analysis and willingness to pay for tickets,2018-8-2,19,2,178-200,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1499790
",Herbert Woratschek,additional,"Chair in Marketing and Service Management, University of Bayreuth, Bayreuth, Germany",How well do you know your spectators? A study on spectator segmentation based on preference analysis and willingness to pay for tickets,2018-8-2,19,2,178-200,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1499790
",Christian Durchholz,additional,"bbg Betriebsberatungs GmbH, Bayreuth, Germany",How well do you know your spectators? A study on spectator segmentation based on preference analysis and willingness to pay for tickets,2018-8-2,19,2,178-200,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1784247
",António Cunha Meneses Abrantes,first,"ICN Business School – CEREFIGE, Nancy, France",Tenure matters for team cohesion and performance: the moderating role of trust in the coach,2020-7-7,22,3,313-334,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1784247
",Merce Mach,additional,"University of Barcelona, Faculty of Economics & Business, Barcelona, Spain",Tenure matters for team cohesion and performance: the moderating role of trust in the coach,2020-7-7,22,3,313-334,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1784247
",Aristides Isidoro Ferreira,additional,"ISCTE-IUL, Instituto Universitário de Lisboa, Lisbon, Portugal",Tenure matters for team cohesion and performance: the moderating role of trust in the coach,2020-7-7,22,3,313-334,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1780459
",Jan Schönberner,first,"Department of Marketing & Service Management, University of Bayreuth, Bayreuth, Germany",Understanding sport sponsorship decision-making – an exploration of the roles and power bases in the sponsors’ buying center,2020-6-15,22,3,293-312,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1780459
",Herbert Woratschek,additional,"Department of Marketing & Service Management, University of Bayreuth, Bayreuth, Germany",Understanding sport sponsorship decision-making – an exploration of the roles and power bases in the sponsors’ buying center,2020-6-15,22,3,293-312,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1780459
",Markus Buser,additional,"Department of Marketing & Service Management, University of Bayreuth, Bayreuth, Germany",Understanding sport sponsorship decision-making – an exploration of the roles and power bases in the sponsors’ buying center,2020-6-15,22,3,293-312,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1329331
",Stephen L. Shapiro,first,"Department of Human Movement Sciences, Old Dominion University, Norfolk, VA, USA","The Beckham effect: examining the longitudinal impact of a star performer on league marketing, novelty, and scarcity",2017-7-6,17,5,610-634,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1329331
",Timothy D. DeSchriver,additional,"University of Delaware, Newark, DE, USA","The Beckham effect: examining the longitudinal impact of a star performer on league marketing, novelty, and scarcity",2017-7-6,17,5,610-634,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1329331
",Daniel A. Rascher,additional,"University of San Francisco, San Francisco, CA, USA","The Beckham effect: examining the longitudinal impact of a star performer on league marketing, novelty, and scarcity",2017-7-6,17,5,610-634,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1306870
",Frerich Buchholz,first,"Department of Business Administration, Economics and Law, University of Oldenburg, Oldenburg, Germany",Stakeholder salience of economic investors on professional football clubs in Europe,2017-4-11,17,4,506-530,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1306870
",Kerstin Lopatta,additional,"Department of Business Administration, Economics and Law, University of Oldenburg, Oldenburg, Germany",Stakeholder salience of economic investors on professional football clubs in Europe,2017-4-11,17,4,506-530,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1629980
",John Moffat,first,"Durham University Business School, Durham, UK",The impact of participation in pan-European competition on domestic performance in association football,2019-6-19,20,4,440-457,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1549577
",Arnout Geeraert,first,"Utrecht School of Governance, Utrecht University, Utrecht, Netherlands",The limits and opportunities of self-regulation: achieving international sport federations’ compliance with good governance standards,2018-11-21,19,4,520-538,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1588344
",Ronan Gallagher,first,"Business School, University of Edinburgh, Edinburgh, UK",Regulatory own goals: the unintended consequences of economic regulation in professional football,2019-4-3,20,2,151-170,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1588344
",Barry Quinn,additional,"Management School, Queens University, Belfast, UK",Regulatory own goals: the unintended consequences of economic regulation in professional football,2019-4-3,20,2,151-170,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1322625
",Gareth J. Jones,first,"Department of Sport, Tourism and Hospitality Management, Temple University, Philadelphia, PA, USA",A structural perspective of cross-sector partnerships involving youth sport nonprofit organizations,2017-7-4,18,2,133-155,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1322625
",Michael B. Edwards,additional,"Department of Parks, Recreation and Tourism Management, North Carolina State University, Raleigh, NC, USA",A structural perspective of cross-sector partnerships involving youth sport nonprofit organizations,2017-7-4,18,2,133-155,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1322625
",Jason N. Bocarro,additional,"Department of Parks, Recreation and Tourism Management, North Carolina State University, Raleigh, NC, USA",A structural perspective of cross-sector partnerships involving youth sport nonprofit organizations,2017-7-4,18,2,133-155,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1322625
",Kyle S. Bunds,additional,"Department of Parks, Recreation and Tourism Management, North Carolina State University, Raleigh, NC, USA",A structural perspective of cross-sector partnerships involving youth sport nonprofit organizations,2017-7-4,18,2,133-155,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1322625
",Jordan W. Smith,additional,"Department of Environment and Society, Utah State University, Logan, UT, USA",A structural perspective of cross-sector partnerships involving youth sport nonprofit organizations,2017-7-4,18,2,133-155,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1862273
",Johannes Fühner,first,"WHU – Otto Beisheim School of Management, Center for Sports and Management (CSM) Düsseldorf, Germany",Are diversified football clubs better prepared for a crisis? First empirical evidence from the stock market,2021-1-7,21,3,350-373,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1862273
",Sascha L. Schmidt,additional,"WHU – Otto Beisheim School of Management, Center for Sports and Management (CSM) Düsseldorf, Germany",Are diversified football clubs better prepared for a crisis? First empirical evidence from the stock market,2021-1-7,21,3,350-373,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1862273
",Dominik Schreyer,additional,"WHU – Otto Beisheim School of Management, Center for Sports and Management (CSM) Düsseldorf, Germany",Are diversified football clubs better prepared for a crisis? First empirical evidence from the stock market,2021-1-7,21,3,350-373,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1282971
",Spencer Harris,first,"College of Business, University of Colorado Colorado Springs, Colorado Springs, CO, USA",Bowling even more alone: trends towards individual participation in sport,2017-3-23,17,3,290-311,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1282971
",Geoff Nichols,additional,"Management School, University of Sheffield, Sheffield, South Yorkshire, UK",Bowling even more alone: trends towards individual participation in sport,2017-3-23,17,3,290-311,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1282971
",Mark Taylor,additional,"Sheffield Methods Institute, University of Sheffield, Sheffield, South Yorkshire, UK",Bowling even more alone: trends towards individual participation in sport,2017-3-23,17,3,290-311,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1922480
",Minjung Kim,first,"Department of Health, Exercise Science, and Recreation Management, University of Mississippi, University, MS, USA",An expanded psychological capital (A-HERO) construct for creativity: building a competitive advantage for sport organisations,2021-5-19,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1922480
",Brent D. Oja,additional,"School of Sport and Exercise Science, University of Northern Colorado, Greeley, CO, USA",An expanded psychological capital (A-HERO) construct for creativity: building a competitive advantage for sport organisations,2021-5-19,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1922480
",Christos Anagnostopoulos,additional,"School of Business & Management, University of Central Lancashire Cyprus, Pyla, Cyprus",An expanded psychological capital (A-HERO) construct for creativity: building a competitive advantage for sport organisations,2021-5-19,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1527380
",Christopher Huth,first,"Department of Sport Science, Sport Governance &amp; Event Management, University of Bayreuth, Bayreuth, Germany",Membership versus green fee pricing for golf courses: the impact of market and golf club determinants,2018-10-30,19,3,331-352,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2018.1527380
",Markus Kurscheidt,additional,"Department of Sport Science, Sport Governance &amp; Event Management, University of Bayreuth, Bayreuth, Germany",Membership versus green fee pricing for golf courses: the impact of market and golf club determinants,2018-10-30,19,3,331-352,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1279203
",Marc Rohde,first,"Institute of Sport Economics and Sport Management, German Sport University Cologne, Köln, Germany",The market for football club investors: a review of theory and empirical evidence from professional European football,NA,17,3,265-289,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1279203
",Christoph Breuer,additional,"Institute of Sport Economics and Sport Management, German Sport University Cologne, Köln, Germany",The market for football club investors: a review of theory and empirical evidence from professional European football,NA,17,3,265-289,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1904267
",Ali Bowes,first,"Nottingham Trent University, Nottingham, UK",A losing battle? Women’s sport pre- and post-COVID-19,2021-4-13,21,3,443-461,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1904267
",Lucy Lomax,additional,"Nottingham Trent University, Nottingham, UK",A losing battle? Women’s sport pre- and post-COVID-19,2021-4-13,21,3,443-461,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1904267
",Jessica Piasecki,additional,"Nottingham Trent University, Nottingham, UK",A losing battle? Women’s sport pre- and post-COVID-19,2021-4-13,21,3,443-461,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1936115
",Joris Corthouts,first,"Department of Movement Sciences, KU Leuven, Leuven, Belgium",A three-dimensional model of innovation within Flemish non-profit sports organisations,2021-6-15,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1936115
",Mathieu Winand,additional,"Department of International Sport Management, LUNEX International University of Health, Exercise and Sports, Differdange, Luxembourg",A three-dimensional model of innovation within Flemish non-profit sports organisations,2021-6-15,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1936115
",Jeroen Scheerder,additional,"Department of Movement Sciences, KU Leuven, Leuven, Belgium",A three-dimensional model of innovation within Flemish non-profit sports organisations,2021-6-15,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2030383
",Eldrede Kahiya,first,"School of Marketing and International Business, Wellington School of Business and Government | Ōrauariki, Victoria University of Wellington | Te Herenga Waka, Wellington, New Zealand",Branding governance in international recurring sports events: the World Rugby ‘Sevens’ Series,2022-2-1,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2030383
",Nick Ashill,additional,"School of Marketing and International Business, Wellington School of Business and Government | Ōrauariki, Victoria University of Wellington | Te Herenga Waka, Wellington, New Zealand",Branding governance in international recurring sports events: the World Rugby ‘Sevens’ Series,2022-2-1,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2030383
",Oliver Perkinson,additional,"School of Marketing and International Business, Wellington School of Business and Government | Ōrauariki, Victoria University of Wellington | Te Herenga Waka, Wellington, New Zealand",Branding governance in international recurring sports events: the World Rugby ‘Sevens’ Series,2022-2-1,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1341539
",Erik Thibaut,first,"Policy in Sports &amp; Physical Activity Research Group, KU Leuven, Heverlee, Belgium",The determinants and income elasticities of direct and indirect sports expenditure categories,2017-8-3,18,2,175-192,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1341539
",John Eakins,additional,"School of Economics, Aras na Laoi (Lee House), University College Cork, Cork, Ireland",The determinants and income elasticities of direct and indirect sports expenditure categories,2017-8-3,18,2,175-192,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1341539
",Steven Vos,additional,"Department of Industrial Design, Eindhoven University of Technology, Eindhoven, Netherlands",The determinants and income elasticities of direct and indirect sports expenditure categories,2017-8-3,18,2,175-192,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1341539
",Jeroen Scheerder,additional,"Policy in Sports &amp; Physical Activity Research Group, KU Leuven, Heverlee, Belgium",The determinants and income elasticities of direct and indirect sports expenditure categories,2017-8-3,18,2,175-192,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2030779
",Hiroaki Funahashi,first,"School of Health and Sport Sciences, Chukyo University, Aichi, Japan",Modelling public trust in elite sport institutions: a theoretical synthesis and empirical test,2022-2-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2030779
",Jinming Zheng,additional,"Physical Education and Sports Science Academic Group, National Institute of Education, Nanyang Technological University, Singapore, Singapore",Modelling public trust in elite sport institutions: a theoretical synthesis and empirical test,2022-2-9,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2028876
",Hee Jung Hong,first,"Faculty of Health Sciences and Sport, University of Stirling, Stirling, UK",eSports: the need for a structured support system for players,2022-1-28,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1939396
",Dennis Coates,first,"University of Maryland Baltimore County, Baltimore, USA",Decision-making in professional football: an empirical analysis of club members’ voting behaviour,2021-6-10,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1939396
",Marcel Fahrner,additional,"Faculty of Economics and Social Science, Institute of Sports Science, University of Tübingen, Tübingen, Germany",Decision-making in professional football: an empirical analysis of club members’ voting behaviour,2021-6-10,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1939396
",Tim Pawlowski,additional,"Faculty of Economics and Social Science, Institute of Sports Science, University of Tübingen, Tübingen, Germany",Decision-making in professional football: an empirical analysis of club members’ voting behaviour,2021-6-10,NA,NA,1-19,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1833956
",Karolina Nessel,first,"Faculty of Management and Social Communication, Jagiellonian University in Kraków, Poland",The total sporting arms race: benchmarking the efficiency of public expenditure on sports in EU countries,2020-11-3,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1833956
",Szczepan Kościółek,additional,"Faculty of Management and Social Communication, Jagiellonian University in Kraków, Poland",The total sporting arms race: benchmarking the efficiency of public expenditure on sports in EU countries,2020-11-3,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1566930
",Christine E. Wegner,first,"Department of Tourism, Recreation, and Sport Management, University of Florida, Gainesville, FL, USA",Voluntary sensemaking: the identity formation process of volunteers in sport organizations,2019-1-22,19,5,625-644,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1566930
",Gareth J. Jones,additional,"School of Sport, Tourism and Hospitality Management, Temple University, Philadelphia, PA, USA",Voluntary sensemaking: the identity formation process of volunteers in sport organizations,2019-1-22,19,5,625-644,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1566930
",Jeremy S. Jordan,additional,"School of Sport, Tourism and Hospitality Management, Temple University, Philadelphia, PA, USA",Voluntary sensemaking: the identity formation process of volunteers in sport organizations,2019-1-22,19,5,625-644,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1364553
",James Bostock,first,"College of Life and Natural Science, University of Derby, Derbyshire, UK",No plan B: the achilles heel of high performance sport management,2017-9-21,18,1,25-46,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1364553
",Phil Crowther,additional,"Sheffield Business School, Sheffield Hallam University, Sheffield, UK",No plan B: the achilles heel of high performance sport management,2017-9-21,18,1,25-46,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1364553
",Rory Ridley-Duff,additional,"Sheffield Business School, Sheffield Hallam University, Sheffield, UK",No plan B: the achilles heel of high performance sport management,2017-9-21,18,1,25-46,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1364553
",Richard Breese,additional,"Sheffield Business School, Sheffield Hallam University, Sheffield, UK",No plan B: the achilles heel of high performance sport management,2017-9-21,18,1,25-46,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1637915
",Cecilia Stenling,first,"Department of Education, Umeå University (SWE), Umeå, Sweden",Professionalization and its consequences: how active advocacy may undermine democracy,2019-7-17,20,5,577-597,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1637915
",Michael Sam,additional,"Centre for Sport Policy and Politics, School of Physical Education, Sport and Exercise Sciences, University of Otago, Dunedin, New Zealand",Professionalization and its consequences: how active advocacy may undermine democracy,2019-7-17,20,5,577-597,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2048045
",Henk Erik Meier,first,"Institute of Sport and Exercise Sciences, Department for Social Sciences of Sport, University of Münster, Münster, Germany","Industry hierarchy in team sport industries, team tactics and competitive advantage: the empty goal option in league handball",2022-3-14,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2048045
",Malte Jetzke,additional,"Institute of Sport and Exercise Sciences, Department for Social Sciences of Sport, University of Münster, Münster, Germany","Industry hierarchy in team sport industries, team tactics and competitive advantage: the empty goal option in league handball",2022-3-14,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2048045
",Alexander Terwolbeck,additional,"Institute of Sport and Exercise Sciences, Department for Social Sciences of Sport, University of Münster, Münster, Germany","Industry hierarchy in team sport industries, team tactics and competitive advantage: the empty goal option in league handball",2022-3-14,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1804429
",Bomin Paek,first,"School of Sport and Exercise Science, University of Northern Colorado, Greeley, CO, USA",Searching for sport employee creativity: a mixed-methods exploration,2020-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1804429
",Jay Martyn,additional,"School of Sport and Exercise Science, University of Northern Colorado, Greeley, CO, USA",Searching for sport employee creativity: a mixed-methods exploration,2020-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1804429
",Brent D. Oja,additional,"School of Sport and Exercise Science, University of Northern Colorado, Greeley, CO, USA",Searching for sport employee creativity: a mixed-methods exploration,2020-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1804429
",Minjung Kim,additional,"Department of Health, Exercise Science, and Recreation Management, University of Mississippi, Oxford, MS, USA",Searching for sport employee creativity: a mixed-methods exploration,2020-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2020.1804429
",Randy J. Larkins,additional,"Department of Applied Statistics and Research Methods, University of Northern Colorado, Greeley, CO, USA",Searching for sport employee creativity: a mixed-methods exploration,2020-8-11,NA,NA,1-23,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2033808
",Brian P. McCullough,first,"Center for Sport Management Research and Education, Laboratory for Sustainability in Sport, Department of Health & Kinesiology, Texas A&M University, College Station, TX, USA",Assessing key performance indicators of corporate social responsibility initiatives in sport,2022-2-3,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2022.2033808
",Galen T. Trail,additional,"Professor Emeritus, Marketing Department, Seattle University, Seattle, WA, USA",Assessing key performance indicators of corporate social responsibility initiatives in sport,2022-2-3,NA,NA,1-22,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1916553
",Simon Shibli,first,"Sport Industry Research Centre, Sheffield Hallam University, Sheffield, UK",The impact of British sporting achievements on national pride among adults in England,2021-5-12,21,5,658-676,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1916553
",Girish Ramchandani,additional,"Sport Industry Research Centre, Sheffield Hallam University, Sheffield, UK",The impact of British sporting achievements on national pride among adults in England,2021-5-12,21,5,658-676,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1916553
",Larissa Davies,additional,"Sport Industry Research Centre, Sheffield Hallam University, Sheffield, UK",The impact of British sporting achievements on national pride among adults in England,2021-5-12,21,5,658-676,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1963302
",Björn Frank,first,"Faculty of Commerce, Waseda University, Tokyo, Japan",An extended source attractiveness model: the advertising effectiveness of distinct athlete endorser attractiveness types and its contextual variation,2021-8-17,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1963302
",Shusei Mitsumoto,additional,"Faculty of Commerce, Waseda University, Tokyo, Japan",An extended source attractiveness model: the advertising effectiveness of distinct athlete endorser attractiveness types and its contextual variation,2021-8-17,NA,NA,1-24,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1976241
",Pascal Stegmann,first,"Institute of Sport Science, University of Bern, Bern, Switzerland",The digital transformation of value co-creation: a scoping review towards an agenda for sport marketing research,2021-9-15,NA,NA,1-28,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1976241
",Siegfried Nagel,additional,"Institute of Sport Science, University of Bern, Bern, Switzerland",The digital transformation of value co-creation: a scoping review towards an agenda for sport marketing research,2021-9-15,NA,NA,1-28,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2021.1976241
",Tim Ströbel,additional,"Marketing & Sport Management, University of Bayreuth, Bayreuth, Germany",The digital transformation of value co-creation: a scoping review towards an agenda for sport marketing research,2021-9-15,NA,NA,1-28,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1598457
",Sören Wallrodt,first,"Department of Sport Management, University of Applied Sciences Koblenz, Remagen, Germany",The role of sports volunteering as a signal in the job application process,2019-4-3,20,3,255-275,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2019.1598457
",Lutz Thieme,additional,"Department of Sport Management, University of Applied Sciences Koblenz, Remagen, Germany",The role of sports volunteering as a signal in the job application process,2019-4-3,20,3,255-275,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184740601095040
",Isidoro Guzmán,first,"a  Politechnic University of Cartagena ,  Spain",Measuring Efficiency and Sustainable Growth in Spanish Football Teams,2006-12-22,6,3,267-287,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1384505
",Jolan Kegelaers,first,"Faculty of Psychology and Educational Sciences, Vrije Universiteit Brussel, Brussels, Belgium",Incentives and deterrents for drug-taking behaviour in elite sports: a holistic and developmental approach,2018-1-29,18,1,112-132,"Strategy and Management, Tourism, Leisure and Hospitality Management"
"10.1080/16184742.2017.1384505
",Paul Wylleman,additional,"Faculty of Psychology and Educational Sciences, Vrije Universiteit Brussel, Brussels, Belgium",Incentives and deterrents for drug-taking behaviour in elite sports: a holistic and developmental approach,2018-1-29,18,1,112-132,"Strategy and Management, Tourism, Leisure and Hospitality Management"
