DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS
"10.1123/jsm.2015-0305
",Millicent Kennelly,first,1Griffith University,National Sport Governing Bodies and Sport Tourism: Agency and Resources,NA,30,5,506-520,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2015-0305
",Kristine Toohey,additional,1Griffith University,National Sport Governing Bodies and Sport Tourism: Agency and Resources,NA,30,5,506-520,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.1.1
",Daniel F. Mahony,first,1University of Louisville,No One Can Whistle a Symphony: Working Together for Sport Management’s Future,NA,22,1,1-10,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.3.245
",Lucie Thibault,first,1Brock University,The Journal of Sport Management: Making Progress,NA,22,3,245-246,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.3.245
",Richard Wolfe,additional,1Brock University,The Journal of Sport Management: Making Progress,NA,22,3,245-246,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.25.5.445
",Brendan Dwyer,first,1Virginia Commonwealth University,Divided Loyalty? An Analysis of Fantasy Football Involvement and Fan Loyalty to Individual National Football League (NFL) Teams,NA,25,5,445-457,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.4.466
",Gina Daddario,first,1Shenandoah University,"Prejudice, Patriarchy, and the PGA: Defensive Discourse Surrounding the Shoal Creek and Augusta National Controversies",NA,20,4,466-482,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.4.466
",Brian J. Wigley,additional,1Shenandoah University,"Prejudice, Patriarchy, and the PGA: Defensive Discourse Surrounding the Shoal Creek and Augusta National Controversies",NA,20,4,466-482,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.1.59
",Andrew Rudd,first,1Florida State University,Development of an Instrument to Measure the Moral Judgments of Sport Managers,NA,24,1,59-83,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.1.59
",Susan Mullane,additional,2University of Miami,Development of an Instrument to Measure the Moral Judgments of Sport Managers,NA,24,1,59-83,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.1.59
",Sharon Stoll,additional,3University of Idaho,Development of an Instrument to Measure the Moral Judgments of Sport Managers,NA,24,1,59-83,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.1.10
",Paul Turner,first,1Deakin University,The Impact of Emerging Technology in Sport Broadcasting on the Preconditions for Interorganizational Relationship (IOR) Formation in Professional Football,NA,24,1,10-44,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.1.10
",David Shilbury,additional,1Deakin University,The Impact of Emerging Technology in Sport Broadcasting on the Preconditions for Interorganizational Relationship (IOR) Formation in Professional Football,NA,24,1,10-44,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.10.1.15
",Kirk L. Wakefield,first,1University of Mississippi,Measurement and Management of the Sportscape,NA,10,1,15-31,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.10.1.15
",Jeffrey G. Blodgett,additional,1University of Mississippi,Measurement and Management of the Sportscape,NA,10,1,15-31,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.10.1.15
",Hugh J. Sloan,additional,1University of Mississippi,Measurement and Management of the Sportscape,NA,10,1,15-31,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.1.101
",Harry H. Kwon,first,1Florida State University,Impulse Purchases of Sport Team Licensed Merchandise: What Matters?,NA,20,1,101-119,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.20.1.101
",Ketra L. Armstrong,additional,"2California State University, Long Beach",Impulse Purchases of Sport Team Licensed Merchandise: What Matters?,NA,20,1,101-119,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.3.173
",Sue Inglis,first,1McMaster University,Focus Groups as a Useful Qualitative Methodology in Sport Management,NA,6,3,173-178,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.18.3.296
",Matthew T. Brown,first,"1Division of Sports Administration, Ohio University (USA)",Sport Facility Management: Organizing Events and Mitigating Risks,NA,18,3,296-298,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.5.393
",Dae Hee Kwak,first,1University of Michigan,Ad-Evoked Illusory Judgments in Fantasy Sports Participation: Effects of Customization Level and Expert Information,NA,27,5,393-406,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.5.393
",Joon Sung Lee,additional,1University of Michigan,Ad-Evoked Illusory Judgments in Fantasy Sports Participation: Effects of Customization Level and Expert Information,NA,27,5,393-406,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.5.393
",Joseph E. Mahan,additional,2Temple University,Ad-Evoked Illusory Judgments in Fantasy Sports Participation: Effects of Customization Level and Expert Information,NA,27,5,393-406,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.10.1.87
",Ming Li,first,1Georgia Southern University,Content Analysis of the Introductory Course in Sport Management,NA,10,1,87-96,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.10.1.87
",Doyice Cotton,additional,1Georgia Southern University,Content Analysis of the Introductory Course in Sport Management,NA,10,1,87-96,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.5.644
",Nicolas Chanavat,first,1Université Claude Bernard Lyon,"Sponsor and Sponsees Interactions: Effects on Consumers’ Perceptions of Brand Image, Brand Attachment, and Purchasing Intention",NA,23,5,644-670,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.5.644
",Guillaume Martinent,additional,1Université Claude Bernard Lyon,"Sponsor and Sponsees Interactions: Effects on Consumers’ Perceptions of Brand Image, Brand Attachment, and Purchasing Intention",NA,23,5,644-670,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.5.644
",Alain Ferrand,additional,2Université de Poiters,"Sponsor and Sponsees Interactions: Effects on Consumers’ Perceptions of Brand Image, Brand Attachment, and Purchasing Intention",NA,23,5,644-670,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.14.3.208
",Ketra L. Armstrong,first,1The Ohio State University,African-American Students' Responses to Race as a Source Cue in Persuasive Sport Communications,NA,14,3,208-226,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.38
",P. Chelladurai,first,1University of Western Ontario,A Classification of Sport and Physical Activity Services: Implications for Sport Management,NA,6,1,38-51,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0307
",Emma S. Ariyo,first,1University of Georgia,Great Expectations: The Sociology of Survival and Success in Organized Team Sports,NA,33,6,572-573,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.21.2.235
",Jeffrey L. Stinson,first,1North Dakota State University,Athletic Success and Private Giving to Athletic and Academic Programs at NCAA Institutions,NA,21,2,235-264,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.21.2.235
",Dennis R. Howard,additional,2University of Oregon,Athletic Success and Private Giving to Athletic and Academic Programs at NCAA Institutions,NA,21,2,235-264,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.7.3.263
",Ademola Onifade,first,1Lagos State University,Operative Goals of Interuniversity Athletics: Perceptions of Athletics Administrators in Nigeria,NA,7,3,263-270,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.7.2.95
",Norm Chouinard,first,1University of Ottawa,Some Insights on Meaningful Internships in Sport Management: A Cooperative Education Approach,NA,7,2,95-100,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.16.2.117
",Stephen R. McDaniel,first,1University of Maryland,"An Exploration of Audience Demographics, Personal Values, and Lifestyle: Influences on Viewing Network Coverage of the 1996 Summer Olympic Games",NA,16,2,117-131,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0084
",Daniel Yang,first,1University of Michigan,How League and Community Affect Corporate Philanthropy in Professional Sport: A Multiple Field Embeddedness Perspective,NA,35,5,395-406,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0084
",Kathy Babiak,additional,1University of Michigan,How League and Community Affect Corporate Philanthropy in Professional Sport: A Multiple Field Embeddedness Perspective,NA,35,5,395-406,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.52
",Jerome Quarterman,first,1Bowling Green State University,Characteristics of Athletic Directors of Historically Black Colleges and Universities,NA,6,1,52-63,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.2.185
",Jennifer E. Bruening,first,1University of Connecticut,Marketing Outrageously: How to Increase Your Revenue by Staggering Amounts!,NA,17,2,185-188,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2021-0118
",Jim Riordan,first,"1Florida Atlantic University, Boca Raton, FL, USA",Rivalry in Sport: Understanding Fan Behavior and Organizations,NA,35,5,482-483,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0119
",Niels B. Feddersen,first,1Liverpool John Moores University,A Longitudinal Study of Power Relations in a British Olympic Sport Organization,NA,35,4,312-324,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0119
",Robert Morris,additional,1Liverpool John Moores University,A Longitudinal Study of Power Relations in a British Olympic Sport Organization,NA,35,4,312-324,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0119
",Louise K. Storm,additional,4University of Southern Denmark,A Longitudinal Study of Power Relations in a British Olympic Sport Organization,NA,35,4,312-324,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0119
",Martin A. Littlewood,additional,1Liverpool John Moores University,A Longitudinal Study of Power Relations in a British Olympic Sport Organization,NA,35,4,312-324,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0119
",David J. Richardson,additional,1Liverpool John Moores University,A Longitudinal Study of Power Relations in a British Olympic Sport Organization,NA,35,4,312-324,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.2.182
",Mauricio Ferreira,first,1Texas A&M University,Exploring Substitutability Within College Sports through Hierarchical Choice Processes,NA,23,2,182-209,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.150
",Joy T. DeSensi,first,"1University of Tennessee, Knoxville",Sport Management Digest,NA,2,2,150-162,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.150
",Joy T. DeSensi,additional,"2University of California, Berkeley",Sport Management Digest,NA,2,2,150-162,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.150
",Linda S. Koehler,additional,"2University of California, Berkeley",Sport Management Digest,NA,2,2,150-162,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2.2.150
",Richard J. Quain,additional,3Bowling Green State University,Sport Management Digest,NA,2,2,150-162,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.11.3.234
",Deborah L. Kerstetter,first,1The Pennsylvania State University,An Involvement Profile of Division I Women’s Basketball Spectators,NA,11,3,234-249,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.11.3.234
",Georgia M. Kovich,additional,2Texas-Pan American,An Involvement Profile of Division I Women’s Basketball Spectators,NA,11,3,234-249,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.25.5.373
",Daniel A. Rascher,first,1University of San Francisco,"Free Ride, Take It Easy: An Empirical Analysis of Adverse Incentives Caused by Revenue Sharing",NA,25,5,373-390,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.25.5.373
",Mark S. Nagel,additional,2University of South Carolina,"Free Ride, Take It Easy: An Empirical Analysis of Adverse Incentives Caused by Revenue Sharing",NA,25,5,373-390,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.25.5.373
",Matthew T. Brown,additional,2University of South Carolina,"Free Ride, Take It Easy: An Empirical Analysis of Adverse Incentives Caused by Revenue Sharing",NA,25,5,373-390,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.25.5.373
",Chad D. McEvoy,additional,3Illinois State University,"Free Ride, Take It Easy: An Empirical Analysis of Adverse Incentives Caused by Revenue Sharing",NA,25,5,373-390,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.15
",Jacquelyn Cuneen,first,1Bowling Green State University,Graduate-Level Professional Preparation for Athletic Directors,NA,6,1,15-26,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0259
",Ted Hayduk,first,"Tisch Institute for Global Sport, New York University, New York, NY, USA",Owner–Resident Ideological Divergence and Firm Performance: Evidence From Major League Baseball,NA,NA,NA,1-14,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.649
",Joerg Koenigstorfer,first,1Saarland University,“You’ll Never Walk Alone”—How Loyal Are Soccer Fans to Their Clubs When They Are Struggling Against Relegation?,NA,24,6,649-675,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.649
",Andrea Groeppel-Klein,additional,1Saarland University,“You’ll Never Walk Alone”—How Loyal Are Soccer Fans to Their Clubs When They Are Struggling Against Relegation?,NA,24,6,649-675,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.24.6.649
",Marco Schmitt,additional,1Saarland University,“You’ll Never Walk Alone”—How Loyal Are Soccer Fans to Their Clubs When They Are Struggling Against Relegation?,NA,24,6,649-675,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.15.3.195
",David Cruise Malloy,first,1University of Regina,Differential Association and Role-Set Configuration: The Impact of Significant Others upon the Perception of Ethical Climate in a Sports Organization,NA,15,3,195-218,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.15.3.195
",James Agarwal,additional,1University of Regina,Differential Association and Role-Set Configuration: The Impact of Significant Others upon the Perception of Ethical Climate in a Sports Organization,NA,15,3,195-218,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0257
",Jeffrey D. James,first,1Florida State University,Not All Doctoral Programs Are Created Equally,NA,32,1,1-10,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.2.114
",Claudio M. Rocha,first,1University of Sao Paulo,Patterns of Bureaucracy in Intercollegiate Athletic Departments,NA,27,2,114-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.27.2.114
",Packianathan Chelladurai,additional,2Troy University,Patterns of Bureaucracy in Intercollegiate Athletic Departments,NA,27,2,114-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.3.214
",Laurence Chalip,first,1University of Texas at Austin,Effects of Sport Event Media on Destination Image and Intention to Visit,NA,17,3,214-234,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.3.214
",B. Christine Green,additional,1University of Texas at Austin,Effects of Sport Event Media on Destination Image and Intention to Visit,NA,17,3,214-234,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.17.3.214
",Brad Hill,additional,2Griffith University,Effects of Sport Event Media on Destination Image and Intention to Visit,NA,17,3,214-234,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.1
",Sharon A. Mathes,first,1Iowa State University,The Influence of Participation and Gender on Employees' Motives for Involvement in a Corporate Exercise Program,NA,6,1,1-14,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.1
",Amy T. McGivern,additional,1Iowa State University,The Influence of Participation and Gender on Employees' Motives for Involvement in a Corporate Exercise Program,NA,6,1,1-14,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.6.1.1
",Carole M. Schneider,additional,2University of Kansas,The Influence of Participation and Gender on Employees' Motives for Involvement in a Corporate Exercise Program,NA,6,1,1-14,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.4.385
",Larry Dwyer,first,1University of New South Wales,Special Sport Events—Part I,NA,22,4,385-391,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.22.4.385
",Liz Fredline,additional,2Griffith University,Special Sport Events—Part I,NA,22,4,385-391,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0197
",Khirey B. Walker,first,1Ball State University,The National Collegiate Athletic Association as a Social-Control Agent: Addressing Misconduct Through Organizational Layering,NA,32,1,53-71,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0197
",Chad S. Seifried,additional,2Louisiana State University,The National Collegiate Athletic Association as a Social-Control Agent: Addressing Misconduct Through Organizational Layering,NA,32,1,53-71,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2017-0197
",Brian P. Soebbing,additional,3University of Alberta,The National Collegiate Athletic Association as a Social-Control Agent: Addressing Misconduct Through Organizational Layering,NA,32,1,53-71,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.1.21
",Kevin Filo,first,1Griffith University,The Role of Web Site Content on Motive and Attitude Change for Sport Events,NA,23,1,21-40,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.1.21
",Daniel C. Funk,additional,1Griffith University,The Role of Web Site Content on Motive and Attitude Change for Sport Events,NA,23,1,21-40,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.23.1.21
",Glen Hornby,additional,1Griffith University,The Role of Web Site Content on Motive and Attitude Change for Sport Events,NA,23,1,21-40,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2018-0204
",Henry Wear,first,1University of Oregon,Brand New: A Longitudinal Investigation of Brand Associations as Drivers of Team Identity Among Fans of a New Sport Team,NA,34,5,475-487,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2018-0204
",Bob Heere,additional,2University of North Texas,Brand New: A Longitudinal Investigation of Brand Associations as Drivers of Team Identity Among Fans of a New Sport Team,NA,34,5,475-487,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0401
",Nicolas Pontes,first,1The University of Queensland,The Role of Team Identification on the Sponsorship Articulation–Fit Relationship,NA,35,2,117-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0401
",Vivian Pontes,additional,2QUT Business School,The Role of Team Identification on the Sponsorship Articulation–Fit Relationship,NA,35,2,117-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0401
",Hyun Seung Jin,additional,2QUT Business School,The Role of Team Identification on the Sponsorship Articulation–Fit Relationship,NA,35,2,117-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0401
",Chris Mahar,additional,3Ashland University,The Role of Team Identification on the Sponsorship Articulation–Fit Relationship,NA,35,2,117-129,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0080
",James Du,first,1Florida State University,Leveraging Event Participation Benefits Beyond the Running Course: Deciphering the Motivational Basis of Event Satisfaction,NA,34,5,435-446,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0080
",Heather Kennedy,additional,2Temple University,Leveraging Event Participation Benefits Beyond the Running Course: Deciphering the Motivational Basis of Event Satisfaction,NA,34,5,435-446,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0080
",Jeffrey D. James,additional,1Florida State University,Leveraging Event Participation Benefits Beyond the Running Course: Deciphering the Motivational Basis of Event Satisfaction,NA,34,5,435-446,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2019-0080
",Daniel C. Funk,additional,2Temple University,Leveraging Event Participation Benefits Beyond the Running Course: Deciphering the Motivational Basis of Event Satisfaction,NA,34,5,435-446,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
"10.1123/jsm.2020-0194
",Richard J. Paulsen,first,1Bloomsburg University of Pennsylvania,New Evidence in the Study of Shirking in Major League Baseball,NA,35,4,285-294,"Organizational Behavior and Human Resource Management, Physical Therapy, Sports Therapy and Rehabilitation, Orthopedics and Sports Medicine, General Decision Sciences"
