DOI,AUTHOR_NAME,AUTHOR_ORDER,AFFILIATION,TITLE,DATE,VOLUME,ISSUE,PAGES,KEYWORDS,ABSTRACT
10.1016/j.smr.2020.04.006,Daryl Adair,additional,"UTS Business School, University of Technology Sydney, Australia",Sport event sponsorship management from the sponsee’s perspective,2020-12-1,23,5,838-851,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Structural and relational considerations are critical for sponsorship management• Brand and strategic compatibility are valued by the sponsee• Trustworthy relationships are instrumental in managing sponsors• Staff turnover impacts asset-specific knowledge and inter-firm social bonds
10.1016/j.smr.2011.08.005,Milena M. Parent,first,"University of Ottawa, Faculty of Health Sciences, School of Human Kinetics, 125 University St., Ottawa, ON, K1N 6N5, Canada",Brand creation in international recurring sports events,2012-4-1,15,2,145-159,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► Examine the brand creation process in international recurring sports events. ► Comparative case study of Norwegian and Canadian cross-country ski events. ► Similarities: leaders’ skills/actions, event experience, institutional experiences. ► Differences: branding/marketing efforts, event history and impact. ► Findings extend Parent and Séguin's (2008) one-off event brand creation model."
10.1016/j.smr.2011.08.005,Line Eskerud,additional,"Norwegian School of Sport Sciences, Department of Cultural and Social Studies, PO Box 4014, Ullevål Stadion, Sognsveien 220, 0806 Oslo, Norway",Brand creation in international recurring sports events,2012-4-1,15,2,145-159,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► Examine the brand creation process in international recurring sports events. ► Comparative case study of Norwegian and Canadian cross-country ski events. ► Similarities: leaders’ skills/actions, event experience, institutional experiences. ► Differences: branding/marketing efforts, event history and impact. ► Findings extend Parent and Séguin's (2008) one-off event brand creation model."
10.1016/j.smr.2011.08.005,Dag Vidar Hanstad,additional,"Norwegian School of Sport Sciences, Department of Cultural and Social Studies, PO Box 4014, Ullevål Stadion, Sognsveien 220, 0806 Oslo, Norway",Brand creation in international recurring sports events,2012-4-1,15,2,145-159,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► Examine the brand creation process in international recurring sports events. ► Comparative case study of Norwegian and Canadian cross-country ski events. ► Similarities: leaders’ skills/actions, event experience, institutional experiences. ► Differences: branding/marketing efforts, event history and impact. ► Findings extend Parent and Séguin's (2008) one-off event brand creation model."
10.1016/j.smr.2020.02.002,Graham Cuskelly,first,"Griffith Business School, Griffith University, Business 2 building (G27) , Room 2.06 , Australia",Volunteer selection at a major sport event: A strategic Human Resource Management approach,2021-1-1,24,1,116-133,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTVolunteers have long been regarded as an essential part of the staging major sport events both to encourage community participation and to contain labour costs. Major sport events often attract a large pool of applicants which exceeds the number of volunteer positions available. Selecting the best qualified applicants for available positions requires volunteer selection processes that are fair, effective, and efficient from both the volunteer and event organising committee perspectives. Using a Strategic Human Resource Management (SHRM) approach, the authors investigated factors that predicted the selection of applicants interviewed for volunteer positions from the perspective of a major sport event organiser. Using deidentified data from all volunteer applications (n = 53,234) for the 2018 Gold Coast Commonwealth Games, the authors identified a number of factors that predicted the likelihood of an applicant being selected for an interview for a volunteer position. SHRM principles were applied to volunteer selection decisions but in a limited way. The authors found some evidence of links between volunteer selection decisions and the overarching strategies of the Games. However, these decisions prioritised the short-term goal of filling volunteer positions to stage a successful Games rather than longer-term strategic goals. The research contributes to better understanding links between major event HRM strategies and volunteer selection, identifying factors which predict volunteer selection, and possible limitations in the application of volunteer database management systems from a SHRM perspective."
10.1016/j.smr.2020.02.002,Liz Fredline,additional,"Griffith Business School, Griffith University, Business 2 building (G27) , Room 2.06 , Australia",Volunteer selection at a major sport event: A strategic Human Resource Management approach,2021-1-1,24,1,116-133,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTVolunteers have long been regarded as an essential part of the staging major sport events both to encourage community participation and to contain labour costs. Major sport events often attract a large pool of applicants which exceeds the number of volunteer positions available. Selecting the best qualified applicants for available positions requires volunteer selection processes that are fair, effective, and efficient from both the volunteer and event organising committee perspectives. Using a Strategic Human Resource Management (SHRM) approach, the authors investigated factors that predicted the selection of applicants interviewed for volunteer positions from the perspective of a major sport event organiser. Using deidentified data from all volunteer applications (n = 53,234) for the 2018 Gold Coast Commonwealth Games, the authors identified a number of factors that predicted the likelihood of an applicant being selected for an interview for a volunteer position. SHRM principles were applied to volunteer selection decisions but in a limited way. The authors found some evidence of links between volunteer selection decisions and the overarching strategies of the Games. However, these decisions prioritised the short-term goal of filling volunteer positions to stage a successful Games rather than longer-term strategic goals. The research contributes to better understanding links between major event HRM strategies and volunteer selection, identifying factors which predict volunteer selection, and possible limitations in the application of volunteer database management systems from a SHRM perspective."
10.1016/j.smr.2020.02.002,Eunjung Kim,additional,"Edith Cowan University, Australia",Volunteer selection at a major sport event: A strategic Human Resource Management approach,2021-1-1,24,1,116-133,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTVolunteers have long been regarded as an essential part of the staging major sport events both to encourage community participation and to contain labour costs. Major sport events often attract a large pool of applicants which exceeds the number of volunteer positions available. Selecting the best qualified applicants for available positions requires volunteer selection processes that are fair, effective, and efficient from both the volunteer and event organising committee perspectives. Using a Strategic Human Resource Management (SHRM) approach, the authors investigated factors that predicted the selection of applicants interviewed for volunteer positions from the perspective of a major sport event organiser. Using deidentified data from all volunteer applications (n = 53,234) for the 2018 Gold Coast Commonwealth Games, the authors identified a number of factors that predicted the likelihood of an applicant being selected for an interview for a volunteer position. SHRM principles were applied to volunteer selection decisions but in a limited way. The authors found some evidence of links between volunteer selection decisions and the overarching strategies of the Games. However, these decisions prioritised the short-term goal of filling volunteer positions to stage a successful Games rather than longer-term strategic goals. The research contributes to better understanding links between major event HRM strategies and volunteer selection, identifying factors which predict volunteer selection, and possible limitations in the application of volunteer database management systems from a SHRM perspective."
10.1016/j.smr.2020.02.002,Shane Barry,additional,"Griffith Business School, Griffith University, Business 2 building (G27) , Room 2.06 , Australia",Volunteer selection at a major sport event: A strategic Human Resource Management approach,2021-1-1,24,1,116-133,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTVolunteers have long been regarded as an essential part of the staging major sport events both to encourage community participation and to contain labour costs. Major sport events often attract a large pool of applicants which exceeds the number of volunteer positions available. Selecting the best qualified applicants for available positions requires volunteer selection processes that are fair, effective, and efficient from both the volunteer and event organising committee perspectives. Using a Strategic Human Resource Management (SHRM) approach, the authors investigated factors that predicted the selection of applicants interviewed for volunteer positions from the perspective of a major sport event organiser. Using deidentified data from all volunteer applications (n = 53,234) for the 2018 Gold Coast Commonwealth Games, the authors identified a number of factors that predicted the likelihood of an applicant being selected for an interview for a volunteer position. SHRM principles were applied to volunteer selection decisions but in a limited way. The authors found some evidence of links between volunteer selection decisions and the overarching strategies of the Games. However, these decisions prioritised the short-term goal of filling volunteer positions to stage a successful Games rather than longer-term strategic goals. The research contributes to better understanding links between major event HRM strategies and volunteer selection, identifying factors which predict volunteer selection, and possible limitations in the application of volunteer database management systems from a SHRM perspective."
10.1016/j.smr.2020.02.002,Pam Kappelides,additional,"La Trobe University, Australia",Volunteer selection at a major sport event: A strategic Human Resource Management approach,2021-1-1,24,1,116-133,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTVolunteers have long been regarded as an essential part of the staging major sport events both to encourage community participation and to contain labour costs. Major sport events often attract a large pool of applicants which exceeds the number of volunteer positions available. Selecting the best qualified applicants for available positions requires volunteer selection processes that are fair, effective, and efficient from both the volunteer and event organising committee perspectives. Using a Strategic Human Resource Management (SHRM) approach, the authors investigated factors that predicted the selection of applicants interviewed for volunteer positions from the perspective of a major sport event organiser. Using deidentified data from all volunteer applications (n = 53,234) for the 2018 Gold Coast Commonwealth Games, the authors identified a number of factors that predicted the likelihood of an applicant being selected for an interview for a volunteer position. SHRM principles were applied to volunteer selection decisions but in a limited way. The authors found some evidence of links between volunteer selection decisions and the overarching strategies of the Games. However, these decisions prioritised the short-term goal of filling volunteer positions to stage a successful Games rather than longer-term strategic goals. The research contributes to better understanding links between major event HRM strategies and volunteer selection, identifying factors which predict volunteer selection, and possible limitations in the application of volunteer database management systems from a SHRM perspective."
10.1016/j.smr.2011.12.007,Richard L. Irwin,first,"University of Memphis, United States",Get real: Using engagement with practice to advance theory transfer and production,2013-1-1,16,1,12-16,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights► Discusses cultural gap between academia and practice. ► Authors discuss sport management curriculum and instruction. ► Authentic connection needed between academia and practice. ► Authors give strategies on practitioner engagement.
10.1016/j.smr.2011.12.007,Timothy D. Ryan,additional,"Department of Health and Sport Sciences, University of Memphis, United States",Get real: Using engagement with practice to advance theory transfer and production,2013-1-1,16,1,12-16,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights► Discusses cultural gap between academia and practice. ► Authors discuss sport management curriculum and instruction. ► Authentic connection needed between academia and practice. ► Authors give strategies on practitioner engagement.
10.1080/14413523.2021.1991688,Pamela Wicker,first,"Department of Sports Science, Bielefeld University, Bielefeld, Germany",Well-being of sport club members: the role of pro-environmental behavior in sport and clubs’ environmental quality,2021-11-15,NA,NA,1-22,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTIndividuals’ mental health and subjective well-being have become increasingly important in public health policy. The purpose of this study was to investigate the effects of pro-environmental behavior in sport and clubs’ perceived environmental quality on the subjective well-being of sport club members in Germany. Data were collected using an online survey of club members in five team/racket sports (i.e., basketball, football, handball, ice hockey, and tennis; n = 3,038). The outcome of interest is subjective well-being which is measured with the WHO-5 scale. Pro-environmental behavior in sport is captured by the monthly carbon footprint resulting from traveling to training sessions and pro-environmental actions in sport. The results of regression analyses show that pro-environmental actions in sport have a positive effect on members’ well-being. Individuals producing a higher carbon footprint when traveling to training sessions report lower well-being, but the effect is overlapped by pro-environmental actions in sport. Members who perceived their clubs’ environmental quality as higher scored higher on well-being. The number of weekly sport hours had an inverse u-shaped effect on well-being, with the diminishing returns by additional sport hours being offset by pro-environmental actions. Collectively, these findings suggest that protecting the natural environment goes hand in hand with individuals’ well-being and public health goals in the field of mental health."
10.1080/14413523.2021.1991688,Tim F. Thormann,additional,"Department of Sports Science, Bielefeld University, Bielefeld, Germany",Well-being of sport club members: the role of pro-environmental behavior in sport and clubs’ environmental quality,2021-11-15,NA,NA,1-22,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTIndividuals’ mental health and subjective well-being have become increasingly important in public health policy. The purpose of this study was to investigate the effects of pro-environmental behavior in sport and clubs’ perceived environmental quality on the subjective well-being of sport club members in Germany. Data were collected using an online survey of club members in five team/racket sports (i.e., basketball, football, handball, ice hockey, and tennis; n = 3,038). The outcome of interest is subjective well-being which is measured with the WHO-5 scale. Pro-environmental behavior in sport is captured by the monthly carbon footprint resulting from traveling to training sessions and pro-environmental actions in sport. The results of regression analyses show that pro-environmental actions in sport have a positive effect on members’ well-being. Individuals producing a higher carbon footprint when traveling to training sessions report lower well-being, but the effect is overlapped by pro-environmental actions in sport. Members who perceived their clubs’ environmental quality as higher scored higher on well-being. The number of weekly sport hours had an inverse u-shaped effect on well-being, with the diminishing returns by additional sport hours being offset by pro-environmental actions. Collectively, these findings suggest that protecting the natural environment goes hand in hand with individuals’ well-being and public health goals in the field of mental health."
10.1016/j.smr.2010.01.009,Lesley Ferkins,first,"Sport Management Program, School of Management & Marketing, Deakin University, 221 Burwood Highway, Burwood, Victoria 3125, Australia",Developing board strategic capability in sport organisations: The national–regional governing relationship,2010-7-1,13,3,235-254,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractIt is well established that the strategic function is a central role of the non-profit sport board. Little is known, however, about board strategic capability in any context. This study investigated how boards of national sport organisations might develop their strategic capability. “Interpretive” action research focusing on the case of Tennis New Zealand (TNZ) found that the board's strategic role is significantly impacted by its inter-organisational relationships. In particular, the board's ability to enact its strategic priorities could be enhanced by creating a more collaborative partnership with its regional entities and engaging in a power-sharing approach that seeks to develop regional capability."
10.1016/j.smr.2010.01.009,David Shilbury,additional,"Sport Management Program, School of Management & Marketing, Deakin University, 221 Burwood Highway, Burwood, Victoria 3125, Australia",Developing board strategic capability in sport organisations: The national–regional governing relationship,2010-7-1,13,3,235-254,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractIt is well established that the strategic function is a central role of the non-profit sport board. Little is known, however, about board strategic capability in any context. This study investigated how boards of national sport organisations might develop their strategic capability. “Interpretive” action research focusing on the case of Tennis New Zealand (TNZ) found that the board's strategic role is significantly impacted by its inter-organisational relationships. In particular, the board's ability to enact its strategic priorities could be enhanced by creating a more collaborative partnership with its regional entities and engaging in a power-sharing approach that seeks to develop regional capability."
10.1016/j.smr.2017.07.007,Lesley Ferkins,first,"AUT University, New Zealand",Leadership in governance: Exploring collective board leadership in sport governance systems,2018-7-1,21,3,221-231,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThe purpose of this paper is to introduce and explore a working conceptualisation of collective board leadership in a federal sport network. In this paper, the authors examine the relationship between collective leadership and governance systems specifically within the non-profit sport organisation context, bringing together notions of collective board leadership and collaborative governance. Neither concept has yet been presented in tandem for the benefit of developing sport governance knowledge and practice. As an outcome of the conceptualising, the authors make explicit the multiple levels of the sport governance system and pose two broad research directions that will help advance theory and drive a better understanding of collective board leadership within these types of governance systems. A central premise of this paper is that the sport management field is lacking literature that brings together leadership and governance, and that collective leadership is a topic where the intersection of leadership and governance renders advancement for both bodies of work. The authors offer implications for future work in collective leadership for sport governance."
10.1016/j.smr.2017.07.007,David Shilbury,additional,"Deakin University, Australia",Leadership in governance: Exploring collective board leadership in sport governance systems,2018-7-1,21,3,221-231,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThe purpose of this paper is to introduce and explore a working conceptualisation of collective board leadership in a federal sport network. In this paper, the authors examine the relationship between collective leadership and governance systems specifically within the non-profit sport organisation context, bringing together notions of collective board leadership and collaborative governance. Neither concept has yet been presented in tandem for the benefit of developing sport governance knowledge and practice. As an outcome of the conceptualising, the authors make explicit the multiple levels of the sport governance system and pose two broad research directions that will help advance theory and drive a better understanding of collective board leadership within these types of governance systems. A central premise of this paper is that the sport management field is lacking literature that brings together leadership and governance, and that collective leadership is a topic where the intersection of leadership and governance renders advancement for both bodies of work. The authors offer implications for future work in collective leadership for sport governance."
10.1016/j.smr.2017.07.007,Ian O’Boyle,additional,"University of South Australia, Australia",Leadership in governance: Exploring collective board leadership in sport governance systems,2018-7-1,21,3,221-231,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","AbstractThe purpose of this paper is to introduce and explore a working conceptualisation of collective board leadership in a federal sport network. In this paper, the authors examine the relationship between collective leadership and governance systems specifically within the non-profit sport organisation context, bringing together notions of collective board leadership and collaborative governance. Neither concept has yet been presented in tandem for the benefit of developing sport governance knowledge and practice. As an outcome of the conceptualising, the authors make explicit the multiple levels of the sport governance system and pose two broad research directions that will help advance theory and drive a better understanding of collective board leadership within these types of governance systems. A central premise of this paper is that the sport management field is lacking literature that brings together leadership and governance, and that collective leadership is a topic where the intersection of leadership and governance renders advancement for both bodies of work. The authors offer implications for future work in collective leadership for sport governance."
10.1016/j.smr.2012.02.008,Khalid Ballouli,first,"Department of Sport and Entertainment Management, University of South Carolina, United States",It's a Whole New Ballgame: How Social Media is Changing Sports,2012-7-1,15,3,381-382,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2012.02.008,J. Sanderson,additional,"1st edition Hampton Press, Inc., 307 Seventh Avenue, New York (2011). 121 pp, ISBN: 978-1-61289-053-1",It's a Whole New Ballgame: How Social Media is Changing Sports,2012-7-1,15,3,381-382,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2008.12.006,Brianna Smith,first,"The University of Texas at Austin, Sport Management Program, 1 University Station, D3700, Austin, TX78712, United States",Team power<sup>3</sup>: Building the Market for a multisport organization,2009-4-1,12,2,110-112,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2008.09.005,Samuel Y. Todd,first,"Georgia Southern University, United States",A Personnel Management Case Study in a Canadian National Sport Organisation,2009-1-1,12,1,49-56,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2008.09.005,Damon P.S. Andrew,additional,"Troy University, United States",A Personnel Management Case Study in a Canadian National Sport Organisation,2009-1-1,12,1,49-56,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2008.09.005,Sara E. Sowieta,additional,"Canadian Chiefs of Police, Canada",A Personnel Management Case Study in a Canadian National Sport Organisation,2009-1-1,12,1,49-56,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2017.10.001,Fabrice Desmarais,first,"Department of Management Communication, Waikato Management School, The University of Waikato,  Private Bag 3105 , Hamilton, 3240, New Zealand",The force of the national rhetorical arena: Voices in tune against a disrespectful foreign sponsor,2018-10-1,21,4,443-458,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Media text analysis of sponsor crisis communication in a national rhetorical arena.• National rhetorical arenas project powerful voices during mega sports events.• Threats to public’s national identity are stressed in the national rhetorical arena.• The force of the national rhetorical arena is a threat to foreign sponsors.• Foreign sponsors must respect national identity feelings of their sponsee’s public.
10.1016/j.smr.2017.10.001,Catherine Wallace,additional,"Centre for Teaching and Learning, Massey University, Private Bag 11222,  Palmerston North 4442 , New Zealand",The force of the national rhetorical arena: Voices in tune against a disrespectful foreign sponsor,2018-10-1,21,4,443-458,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",Highlights• Media text analysis of sponsor crisis communication in a national rhetorical arena.• National rhetorical arenas project powerful voices during mega sports events.• Threats to public’s national identity are stressed in the national rhetorical arena.• The force of the national rhetorical arena is a threat to foreign sponsors.• Foreign sponsors must respect national identity feelings of their sponsee’s public.
10.1016/j.smr.2012.07.002,Joyce O. Olushola,first,"University of Texas at Austin, USA",More than basketball: Determining the sport components that lead to long-term benefits for African-American girls,2013-4-1,16,2,211-225,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► A successful sport for development program targeting African-American girls was examined. ► The program positively affected the educational attainment of its participants. ► Four key program components necessary for success: Family, Education, Discipline, and Civic Engagement. ► Program success was associated with fidelity to program values, flexibility rather than standardization, and consistency of mission and implementation."
10.1016/j.smr.2012.07.002,D. Floyd Jones,additional,"West Virginia University, USA",More than basketball: Determining the sport components that lead to long-term benefits for African-American girls,2013-4-1,16,2,211-225,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► A successful sport for development program targeting African-American girls was examined. ► The program positively affected the educational attainment of its participants. ► Four key program components necessary for success: Family, Education, Discipline, and Civic Engagement. ► Program success was associated with fidelity to program values, flexibility rather than standardization, and consistency of mission and implementation."
10.1016/j.smr.2012.07.002,Marlene A. Dixon,additional,"University of Texas at Austin, USA",More than basketball: Determining the sport components that lead to long-term benefits for African-American girls,2013-4-1,16,2,211-225,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► A successful sport for development program targeting African-American girls was examined. ► The program positively affected the educational attainment of its participants. ► Four key program components necessary for success: Family, Education, Discipline, and Civic Engagement. ► Program success was associated with fidelity to program values, flexibility rather than standardization, and consistency of mission and implementation."
10.1016/j.smr.2012.07.002,B. Christine Green,additional,"University of Texas at Austin, USA",More than basketball: Determining the sport components that lead to long-term benefits for African-American girls,2013-4-1,16,2,211-225,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights► A successful sport for development program targeting African-American girls was examined. ► The program positively affected the educational attainment of its participants. ► Four key program components necessary for success: Family, Education, Discipline, and Civic Engagement. ► Program success was associated with fidelity to program values, flexibility rather than standardization, and consistency of mission and implementation."
10.1016/j.smr.2011.08.008,Laura M. Hatfield,first,"Sport Management, University of West Georgia, Carrollton, GA, United States",Living in the Sweet Spot: Preparing for Performance in Sport and Life,2012-4-1,15,2,261-262,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2011.08.008,A.L. Baltzell,additional,"Fitness Information Technology, A Division of the International Center for Performance Excellence, West Virginia University, Morgantown, WV (2011)., 297 pp., ISBN: 978-1-935412-09-0",Living in the Sweet Spot: Preparing for Performance in Sport and Life,2012-4-1,15,2,261-262,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2009.04.002,David Shilbury,first,"Sport Management Program, Deakin University, Australia",Management of Sports Development,2009-10-1,12,4,263-264,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2009.04.002,V. Girginov,additional,"Butterworth-Heinemann, Linacre House, Jordan Hill, Oxford, UK (2008), 293 pp., RRP $US 43.95, ISBN: 978-0-7506-8562-7",Management of Sports Development,2009-10-1,12,4,263-264,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2014.05.006,J.L. Crompton,first,"1st edition FiT Publishing, A Division of the International Center for Performance Excellence, West Virginia University, Morgantown, WV (2014)., 302 pp., ISBN: 978 1 935412 54 0",Sponsorship for Sport Managers,2015-7-1,18,3,481-482,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1016/j.smr.2014.05.006,Trish Bradbury,additional,"Massey University, School of Management, North Shore Mail Centre, Private Bag 102 904 Auckland, New Zealand",Sponsorship for Sport Managers,2015-7-1,18,3,481-482,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management",NA
10.1080/14413523.2021.2018836,Christine Habeeb,first,"Department of Kinesiology, East Carolina University, Greenville, NC, USA",Managing mental health: athlete help-seeking,2022-3-17,NA,NA,1-21,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTDespite sport managers’ efforts to address mental health, many athletes have increased risks of anxiety and depression. Unfortunately, many athletes do not seek help. Using a mixed-method approach, this study’s purpose was to identify organizational factors that impact an athlete’s willingness to seek help (Phase I) and determine the extent to which these identified factors predict athlete help-seeking intentions (Phase II). Phase I focus group (n = 30 athletes) results indicated that Athlete Culture (sub-themes Businesslike and Toughness) and Coach Connection have the greatest impact on athlete help-seeking. Phase II survey (n = 474 athletes) results indicated through structural equation modelling that Businesslike, Toughness and Coach Connection were associated with help-seeking, while controlling for gender, race/ethnicity, and common method variance. Results indicate sport managers that establish genuine relationships with athletes and de-emphasize the sport ethic will better facilitate a help-seeking culture in their organizations."
10.1080/14413523.2021.2018836,Stacy Warner,additional,"Department of Kinesiology, East Carolina University, Greenville, NC, USA",Managing mental health: athlete help-seeking,2022-3-17,NA,NA,1-21,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTDespite sport managers’ efforts to address mental health, many athletes have increased risks of anxiety and depression. Unfortunately, many athletes do not seek help. Using a mixed-method approach, this study’s purpose was to identify organizational factors that impact an athlete’s willingness to seek help (Phase I) and determine the extent to which these identified factors predict athlete help-seeking intentions (Phase II). Phase I focus group (n = 30 athletes) results indicated that Athlete Culture (sub-themes Businesslike and Toughness) and Coach Connection have the greatest impact on athlete help-seeking. Phase II survey (n = 474 athletes) results indicated through structural equation modelling that Businesslike, Toughness and Coach Connection were associated with help-seeking, while controlling for gender, race/ethnicity, and common method variance. Results indicate sport managers that establish genuine relationships with athletes and de-emphasize the sport ethic will better facilitate a help-seeking culture in their organizations."
10.1080/14413523.2021.2018836,David Walsh,additional,"Health & Human Performance Department, University of Houston, Houston, TX, USA",Managing mental health: athlete help-seeking,2022-3-17,NA,NA,1-21,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","ABSTRACTDespite sport managers’ efforts to address mental health, many athletes have increased risks of anxiety and depression. Unfortunately, many athletes do not seek help. Using a mixed-method approach, this study’s purpose was to identify organizational factors that impact an athlete’s willingness to seek help (Phase I) and determine the extent to which these identified factors predict athlete help-seeking intentions (Phase II). Phase I focus group (n = 30 athletes) results indicated that Athlete Culture (sub-themes Businesslike and Toughness) and Coach Connection have the greatest impact on athlete help-seeking. Phase II survey (n = 474 athletes) results indicated through structural equation modelling that Businesslike, Toughness and Coach Connection were associated with help-seeking, while controlling for gender, race/ethnicity, and common method variance. Results indicate sport managers that establish genuine relationships with athletes and de-emphasize the sport ethic will better facilitate a help-seeking culture in their organizations."
10.1016/j.smr.2019.12.005,Steven Salaga,first,"University of Georgia,  	361 Ramsey ,  330 River Road , Athens, GA, 30602, United States","National Football League head coach race, performance, retention, and dismissal",2020-12-1,23,5,978-991,"Marketing, Management Science and Operations Research, Organizational Behavior and Human Resource Management, Strategy and Management, Tourism, Leisure and Hospitality Management, Business and International Management","Highlights• Test for racial discrimination in the retention and dismissal of National Football League head coaches.• Statistically significant evidence that Non-White head coaches have longer employment spells in the Rooney Rule era.• Head coach employment tenure and dismissal are largely driven by raw performance and to a lesser degree, relative performance.• No statistically significant evidence that dismissal, raw performance, or relative performance differs by race."
